VM1,VM2,VM3,VM4,VM5,VM6,VM7,VM8,VM9,VM10,VM11,VM12,VM13,VM14,VM15,VM16,VM17,VM18,VM19,VM20,VM21,VM22,VM23,VM24,VM25,VM26,VM27,VM28,VM29,VM30,VM31,VM32,VM33,VM34,VM35,VM36,VM37,VM38,VM39,VM40,VM41,VM42,VM43,VM44,VM45,VM46,VM47,VM48,VM49,VM50,VM51,VM52,VM53,VM54,VM55,VM56,VM57,VM58,VM59,VM60,VM61,VM62,VM63,VM64,VM65,VM66,VM67,VM68,VM69,VM70,VM71,VM72,VM73,VM74,VM75,VM76,VM77,VM78,VM79,VM80,VM81,VM82,VM83,VM84,VM85,VM86,VM87,VM88,VM89,VM90,VM91,VM92,VM93,VM94,VM95,VM96,VM97,VM98,VM99,VM100,VM101,VM102,VM103,VM104,VM105,VM106,VM107,VM108,VM109,VM110,VM111,VM112,VM113,VM114,VM115,VM116,VM117,VM118,VM119,VM120,VM121,VM122,VM123,VM124,VM125,VM126,VM127,VM128,VM129,VM130,VM131,VM132,VM133,VM134,VM135,VM136,VM137,VM138,VM139,VM140,VM141,VM142,VM143,VM144,VM145,VM146,VM147,VM148,VM149,VM150,VM151,VM152,VM153,VM154,VM155,VM156,VM157,VM158,VM159,VM160,VM161,VM162,VM163,VM164,VM165,VM166,VM167,VM168,VM169,VM170,VM171,VM172,VM173,VM174,VM175,VM176,VM177,VM178,VM179,VM180,VM181,VM182,VM183,VM184,VM185,VM186,VM187,VM188,VM189,VM190,VM191,VM192,VM193,VM194,VM195,VM196,VM197,VM198,VM199,VM200,VM201,VM202,VM203,VM204,VM205,VM206,VM207,VM208,VM209,VM210,VM211,VM212,VM213,VM214,VM215,VM216,VM217,VM218,VM219,VM220,VM221,VM222,VM223,VM224,VM225,VM226,VM227,VM228,VM229,VM230,VM231,VM232,VM233,VM234,VM235,VM236,VM237,VM238,VM239,VM240,VM241,VM242,VM243,VM244,VM245,VM246,VM247,VM248,VM249,VM250,VM251,VM252,VM253,VM254,VM255,VM256,VM257,VM258,VM259,VM260,VM261,VM262,VM263,VM264,VM265,VM266,VM267,VM268,VM269,VM270,VM271,VM272,VM273,VM274,VM275,VM276,VM277,VM278,VM279,VM280,VM281,VM282,VM283,VM284,VM285,VM286,VM287,VM288,VM289,VM290,VM291,VM292,VM293,VM294,VM295,VM296,VM297,VM298,VM299,VM300,VM301,VM302,VM303,VM304,VM305,VM306,VM307,VM308,VM309,VM310,VM311,VM312,VM313,VM314,VM315,VM316,VM317,VM318,VM319,VM320,VM321,VM322,VM323,VM324,VM325,VM326,VM327,VM328,VM329,VM330,VM331,VM332,VM333,VM334,VM335,VM336,VM337,VM338,VM339,VM340,VM341,VM342,VM343,VM344,VM345,VM346,VM347,VM348,VM349,VM350,VM351,VM352,VM353,VM354,VM355,VM356,VM357,VM358,VM359,VM360,VM361,VM362,VM363,VM364,VM365,VM366,VM367,VM368,VM369,VM370,VM371,VM372,VM373,VM374,VM375
32,12,82,21,42,78,38,9,90,45,59,81,40,66,16,90,29,8,72,74,36,69,5,11,25,85,37,20,74,17,53,84,87,82,70,13,56,80,90,87,70,54,22,81,11,55,10,76,39,48,58,43,85,5,18,77,76,37,89,57,53,12,27,42,16,36,28,86,64,60,13,55,9,57,8,63,21,89,73,40,87,24,50,39,5,27,81,23,6,48,40,23,34,40,38,86,20,24,41,60,17,23,71,77,87,35,10,5,27,84,83,75,18,50,65,53,24,69,31,87,71,27,47,20,75,30,32,60,14,50,5,19,21,81,78,16,11,32,47,41,27,41,37,36,33,24,75,12,11,21,84,17,75,25,53,8,60,42,65,11,36,64,9,17,38,48,24,62,78,17,22,88,50,50,52,80,14,59,29,50,85,58,54,87,73,9,24,22,50,76,64,81,48,53,53,31,17,60,29,20,59,28,64,82,79,17,70,57,70,67,78,70,70,17,7,34,87,11,75,32,27,63,85,9,65,66,27,24,26,22,5,55,70,22,19,57,31,68,74,79,41,5,6,44,57,43,54,29,9,66,62,9,13,33,68,73,55,68,41,22,77,57,46,24,58,87,72,72,28,83,18,35,54,52,41,43,86,20,63,47,43,88,27,86,65,15,11,7,14,32,82,36,42,29,56,62,13,64,12,43,55,22,90,80,9,22,26,73,27,40,71,81,74,54,36,48,24,31,48,69,73,56,25,64,30,39,16,23,83,49,43,53,30,57,58,51,39,39,51,40,19,56,90,87,24,21,72,23,62,75,57,7,50,22,58,84,70,46,84,40,69,50,80,8,11,27,75,42,81,21,83,88,79,25,10
83,62,51,65,62,17,57,18,46,81,64,45,10,76,89,21,71,37,38,43,16,84,69,22,43,67,68,28,58,63,65,57,88,56,40,16,54,82,51,11,21,10,10,36,59,87,61,43,46,70,88,83,23,74,84,34,79,41,35,64,87,38,49,9,58,86,37,67,16,67,63,68,27,58,82,16,13,13,25,59,40,36,21,42,40,65,35,47,78,69,80,60,58,73,44,19,46,40,45,30,72,15,35,80,28,77,82,26,88,18,5,41,68,22,47,7,89,77,9,5,81,47,89,6,27,20,7,60,48,53,70,5,32,37,13,20,76,8,14,44,27,84,31,69,86,84,76,22,23,60,36,58,15,64,58,42,86,48,58,31,24,15,82,71,17,55,34,84,64,88,9,42,89,53,55,49,64,63,24,54,46,50,83,81,13,36,80,65,31,26,62,63,67,70,50,50,43,81,22,76,89,23,54,68,29,77,61,85,83,86,85,50,61,62,18,35,5,90,23,39,41,90,43,42,87,60,77,75,24,55,62,45,59,72,70,52,37,14,5,12,68,29,80,76,76,47,50,12,36,18,73,83,80,90,51,52,22,39,5,70,37,75,61,10,53,8,52,41,59,74,28,40,90,17,60,57,25,37,49,10,76,79,16,90,12,78,63,40,68,47,10,57,10,70,7,70,5,55,10,46,79,69,28,77,32,48,90,48,20,55,84,68,80,64,46,28,44,58,17,11,8,63,48,56,41,61,45,15,84,30,46,18,61,79,37,25,62,10,23,69,24,29,66,13,28,27,27,15,39,17,86,10,75,9,17,35,50,46,81,8,48,53,26,8,37,43,90,38,10,30,49,47,30,40,7
94,44,71,15,61,56,18,87,61,86,52,6,59,52,44,18,18,7,80,60,67,52,17,54,56,41,83,11,47,32,37,25,21,49,75,64,68,43,56,63,80,73,25,47,53,42,86,78,44,12,53,63,15,80,63,5,68,32,61,31,60,36,75,41,83,64,85,42,69,30,16,28,84,45,80,7,68,38,68,85,42,64,31,61,49,10,68,67,36,14,72,89,31,68,31,51,66,86,79,27,10,12,26,17,32,39,6,22,72,11,44,45,46,84,12,75,62,87,27,14,41,11,62,76,13,57,10,18,7,84,72,31,53,51,56,84,46,37,88,52,24,84,76,45,60,9,74,84,71,77,33,79,88,74,9,44,46,18,76,45,53,46,54,66,14,61,32,76,32,70,39,88,63,72,53,27,64,19,33,67,9,74,45,46,73,36,49,28,58,76,90,49,17,66,69,23,74,26,78,40,56,73,13,7,68,12,10,83,39,55,59,15,45,84,33,89,9,52,32,25,7,15,84,60,69,25,66,36,42,42,31,42,66,58,37,77,50,71,19,86,86,79,19,28,32,49,18,74,49,11,20,21,14,53,33,60,37,6,43,9,20,74,36,20,69,6,55,61,39,83,60,42,47,35,11,32,63,18,71,36,60,83,15,7,56,22,36,85,32,51,71,75,68,20,48,37,18,37,61,84,39,79,73,82,23,36,59,58,81,39,22,51,81,45,53,47,61,8,77,66,39,27,66,87,46,14,32,58,50,51,58,63,47,63,86,32,33,65,51,53,84,75,87,69,44,90,45,25,6,65,89,16,64,84,15,21,70,35,76,37,30,31,7,31,35,73,63,5,51,80,43,74,12,22,87
24,54,53,12,49,28,86,34,14,57,20,30,5,63,79,57,14,36,45,56,58,20,56,58,9,74,45,24,73,57,36,87,43,63,34,84,14,81,57,15,11,66,22,22,83,52,87,41,13,63,76,43,15,82,81,10,40,16,6,53,21,10,29,43,78,71,22,24,21,44,28,24,27,65,44,86,41,47,45,75,86,21,29,6,44,86,37,34,51,32,78,12,36,45,89,10,78,44,13,84,13,63,22,71,16,14,36,30,83,20,68,75,67,85,60,68,17,11,55,24,79,70,62,40,15,36,62,79,51,51,79,90,61,18,67,25,90,64,35,65,12,46,19,42,79,18,27,62,63,19,7,74,83,51,15,29,83,67,20,23,89,86,63,27,17,65,74,72,7,57,34,5,55,56,61,7,42,31,44,67,15,65,37,81,40,82,27,16,45,34,57,82,16,40,7,66,51,75,74,27,63,57,18,55,37,51,60,42,35,39,33,87,84,84,87,83,5,40,7,75,7,49,42,5,6,79,57,46,78,87,57,25,20,85,89,64,79,48,64,57,82,41,26,78,20,22,68,13,82,60,12,26,46,37,58,15,17,63,37,65,55,78,75,16,72,86,70,20,67,32,5,15,66,10,67,75,75,22,31,86,17,11,38,15,34,35,52,83,87,84,77,65,62,76,67,85,16,45,39,11,21,48,10,74,31,53,37,58,78,71,65,50,57,53,32,37,73,10,56,57,33,52,21,9,35,16,22,12,18,49,35,65,61,13,55,60,18,19,29,89,24,35,21,54,23,44,59,67,40,71,54,17,48,68,50,19,87,57,64,21,12,88,40,14,75,70,32,31,51,5,11,79,21,37,44
70,39,71,59,27,48,90,41,26,45,90,6,5,79,77,58,19,50,22,5,63,80,74,59,78,31,90,43,42,81,66,41,42,48,54,68,61,90,47,44,54,22,25,50,43,62,18,67,21,52,6,28,75,44,77,46,8,62,13,81,21,42,26,66,18,62,64,37,27,67,17,39,25,69,49,21,76,42,34,53,6,51,39,67,77,62,75,86,40,60,53,46,58,11,22,78,44,19,84,90,20,64,54,17,37,38,66,79,67,22,67,44,81,15,89,20,86,41,50,5,75,61,89,67,80,13,80,11,11,27,60,90,69,9,64,34,63,26,36,72,63,43,54,36,40,80,64,48,23,7,82,41,67,33,67,85,51,51,9,76,10,13,5,84,39,8,54,8,28,68,53,53,59,46,28,77,52,38,30,76,71,42,17,58,38,67,63,62,60,33,20,29,84,37,27,26,33,7,9,40,87,8,88,12,70,78,61,27,13,88,55,17,71,67,20,89,22,87,82,79,83,39,11,41,74,9,25,64,24,36,43,39,28,24,22,51,74,53,68,31,81,81,61,85,54,62,16,7,68,76,16,90,67,70,81,18,57,78,31,55,46,73,28,26,56,14,80,67,54,49,63,63,37,19,14,66,34,5,74,8,48,37,84,42,60,21,17,10,44,26,7,44,32,8,73,17,61,63,25,53,12,81,25,6,5,44,58,7,47,13,31,79,86,60,38,70,20,52,43,78,27,48,89,10,31,38,69,71,48,22,9,53,59,71,8,34,36,35,21,17,49,42,28,55,42,15,58,33,13,52,11,50,82,73,29,39,84,89,88,50,54,83,62,15,69,68,78,13,22,59,79,6,45,89,39
48,49,81,23,12,63,40,60,37,26,62,77,39,46,67,25,59,75,5,57,39,70,48,25,45,79,41,29,87,77,79,67,25,45,68,69,64,56,82,80,34,49,45,64,54,25,81,14,38,61,46,71,72,22,33,85,18,35,88,37,45,86,45,87,26,10,13,78,34,89,49,42,22,52,75,32,58,55,14,17,60,70,76,63,83,83,71,30,57,52,59,26,34,5,70,56,6,81,44,21,68,64,8,16,45,40,61,19,63,24,49,34,36,52,27,55,58,81,58,64,65,54,13,90,52,76,82,11,29,32,45,55,30,21,26,51,38,31,80,35,87,30,45,36,50,17,66,6,42,74,41,10,10,60,47,57,38,15,60,22,63,20,15,26,45,36,74,75,19,53,37,41,17,30,63,63,61,41,60,15,22,64,44,14,17,58,81,71,7,68,11,79,81,30,18,57,10,87,51,82,20,27,56,14,65,48,55,53,10,76,85,34,10,40,16,65,7,27,14,32,18,55,84,46,23,83,44,57,68,7,6,90,70,87,62,62,57,29,17,45,15,71,48,47,75,16,53,89,26,25,56,48,84,9,33,36,61,71,20,7,21,74,25,42,76,89,84,60,15,15,51,82,83,17,32,16,48,8,49,79,38,10,20,19,14,23,43,89,71,65,51,21,87,44,24,63,61,10,57,80,39,68,50,68,70,24,35,31,76,30,17,25,60,21,43,67,46,71,26,12,52,38,78,8,20,60,70,62,64,55,78,36,65,50,89,27,64,90,54,40,45,43,56,62,64,24,16,49,32,73,54,72,10,43,87,48,79,37,11,84,22,30,66,37,64,25,53,79,35,75,55,24,12,87,14
18,27,77,68,36,11,20,90,37,77,86,82,5,43,64,28,49,70,83,16,32,54,72,12,60,58,31,69,67,73,14,51,81,5,45,71,85,9,61,65,7,13,65,80,6,90,33,37,27,50,14,78,33,27,32,77,65,70,76,47,24,18,63,58,61,7,79,84,57,37,56,87,40,84,29,33,88,74,29,34,21,57,23,87,45,36,8,43,10,8,17,36,76,31,15,83,38,42,70,88,15,77,77,17,72,42,49,74,42,75,79,69,23,35,37,89,75,65,42,22,80,73,90,19,65,39,19,8,17,31,78,13,43,45,64,35,8,52,88,26,20,53,56,73,78,36,55,80,70,14,11,70,62,72,65,5,37,36,33,19,44,39,59,14,83,82,82,53,12,79,25,24,77,72,80,12,66,70,25,20,48,33,71,75,64,78,45,29,68,31,85,79,53,44,31,26,39,46,42,47,49,43,73,32,48,80,6,76,39,54,80,72,61,23,90,42,14,81,54,36,33,21,32,22,42,27,30,80,21,61,21,52,73,89,88,35,71,50,79,53,25,72,54,71,11,13,5,65,61,49,36,73,84,77,28,5,41,47,83,75,87,36,65,70,43,49,56,27,70,84,73,18,24,19,38,86,31,10,10,52,67,46,39,81,29,16,65,64,20,54,14,64,67,29,5,36,82,83,72,88,48,23,9,85,77,78,85,25,32,81,27,27,6,26,47,87,16,48,57,83,21,63,53,82,30,15,63,43,49,74,76,83,68,38,34,60,42,37,8,66,61,63,9,29,49,5,15,87,67,31,46,61,28,33,39,25,48,9,65,46,7,32,53,86,23,53,67,85,37,22,15,39,56,53,54
12,16,58,17,79,14,53,81,9,39,16,44,56,58,84,15,57,16,19,85,47,10,43,84,30,23,69,62,35,78,84,38,29,79,61,15,57,71,22,73,13,9,89,38,13,6,75,41,34,40,88,76,22,21,85,9,14,72,74,45,36,78,82,63,81,83,34,89,36,53,21,85,38,29,58,38,60,5,18,83,35,15,14,32,25,31,14,33,80,25,19,66,78,73,33,49,8,44,70,25,28,38,76,66,32,59,61,44,43,25,40,27,69,57,66,80,19,36,61,48,60,26,57,75,53,29,57,5,13,88,9,56,46,41,34,58,70,77,53,37,48,23,8,78,29,7,12,63,49,46,13,55,61,41,36,52,70,81,75,85,62,78,29,54,42,59,45,48,62,76,70,36,48,75,56,63,50,30,8,89,82,9,72,29,50,59,14,15,9,80,67,25,66,56,5,53,73,42,67,59,13,9,52,68,22,13,61,33,75,71,6,34,23,42,8,60,69,40,18,28,74,82,66,25,22,58,42,13,75,24,31,76,68,22,77,71,8,29,6,22,33,87,55,69,9,51,89,33,57,24,40,79,73,43,73,56,20,27,70,30,53,74,70,31,66,90,27,76,85,61,88,60,34,68,27,61,60,89,62,80,63,49,51,34,20,46,13,81,83,58,17,28,30,46,25,84,69,37,90,46,58,81,85,54,39,63,52,72,14,80,16,25,41,88,6,37,45,77,26,55,34,69,53,66,49,89,90,45,47,55,73,24,6,85,67,20,55,79,56,49,64,24,59,82,83,48,66,41,58,29,43,65,85,28,23,55,10,54,78,86,14,36,23,16,90,30,44,72,75,71,38,62,7,58,10
62,14,63,35,71,60,33,69,43,16,5,57,86,10,47,37,74,45,82,27,35,9,14,30,7,35,18,36,83,85,30,47,25,26,29,38,13,60,13,32,51,72,80,41,78,55,53,90,41,71,74,38,73,66,22,50,84,53,53,90,50,63,74,61,40,70,63,12,63,17,76,20,34,72,45,89,82,7,38,33,19,64,12,16,32,68,12,83,50,29,7,40,76,40,25,45,41,13,58,62,74,59,50,58,44,36,86,38,20,31,55,43,19,73,73,48,14,22,53,16,31,9,43,46,80,43,13,45,41,19,31,12,14,74,83,69,46,86,89,9,72,35,13,23,52,81,42,73,80,88,56,88,79,6,9,7,32,11,76,50,76,64,54,79,25,30,74,34,86,80,76,20,85,85,45,63,74,22,87,71,51,47,27,85,20,54,60,60,77,14,53,81,56,41,77,86,35,74,25,7,12,89,57,32,60,10,81,17,78,75,73,8,10,54,50,70,73,49,70,46,45,87,59,40,24,28,63,25,69,89,26,72,37,21,54,35,47,44,21,58,55,88,60,14,89,63,58,19,22,14,67,58,59,11,57,40,90,13,67,16,22,45,44,75,20,5,9,66,40,64,29,76,56,19,67,57,28,49,34,27,25,32,11,83,34,61,9,84,9,59,87,70,13,8,50,23,59,83,42,65,48,83,86,34,12,22,37,44,76,9,26,77,38,58,68,33,84,70,9,64,31,74,61,81,20,73,49,50,11,71,47,51,18,56,63,40,35,58,9,57,32,87,85,66,74,52,68,62,51,78,86,27,90,70,90,47,44,51,59,38,19,45,20,80,36,45,77,37,24,29,50,62,61,33,20
84,27,63,53,50,15,90,59,23,68,36,49,8,7,53,10,84,19,6,20,16,83,15,83,49,53,5,75,16,90,11,8,52,23,87,70,46,5,40,22,69,72,37,69,58,34,74,23,90,10,15,75,13,26,86,7,59,8,6,69,80,15,27,70,18,16,54,64,79,72,52,15,55,42,59,75,68,34,78,87,29,25,15,12,85,59,80,51,59,39,86,25,17,85,86,87,42,6,54,12,68,63,90,75,63,38,60,90,51,71,62,46,90,14,79,59,88,68,79,40,33,7,21,7,77,11,38,5,81,66,36,23,6,46,74,57,46,74,77,62,48,63,80,19,87,24,51,79,37,36,14,90,48,73,86,48,63,78,53,26,61,49,25,22,35,15,34,11,14,60,77,11,56,89,82,54,62,41,88,61,61,71,19,9,18,61,62,36,35,16,36,84,9,21,32,46,6,46,88,23,21,26,8,67,47,24,5,19,41,37,53,89,51,24,20,47,49,36,48,20,19,35,51,30,14,46,62,75,21,32,55,84,90,30,62,14,71,29,10,47,31,10,80,49,75,11,5,41,9,61,16,54,74,89,7,22,38,58,80,73,28,90,14,26,64,36,12,57,37,18,25,36,66,6,69,6,42,60,20,67,33,29,7,46,54,15,5,85,7,67,36,90,28,67,14,50,15,44,85,90,16,79,46,63,31,72,57,19,48,6,43,82,56,83,34,8,69,74,30,77,44,8,46,72,71,63,86,80,69,43,86,34,75,60,15,57,70,26,27,10,43,8,79,9,85,22,38,9,27,34,62,62,39,54,29,78,18,25,87,64,19,60,84,71,31,21,11,30,17,16,5,47,70,43,25
89,51,5,18,27,12,66,56,88,81,14,21,65,15,25,51,45,21,76,66,50,21,83,67,18,29,89,45,71,30,75,31,13,54,52,47,46,62,45,37,40,10,53,55,9,48,88,19,7,51,14,69,48,58,71,87,59,56,62,23,83,21,87,32,83,82,38,77,79,37,68,28,28,49,60,34,67,58,24,47,68,6,49,51,84,68,39,43,28,54,77,54,61,8,74,81,85,25,52,80,68,57,13,28,76,51,5,46,15,53,7,10,24,60,61,41,52,83,42,40,25,61,47,51,68,45,70,75,83,80,77,38,34,80,59,43,33,86,79,22,10,88,59,36,84,52,36,19,79,20,37,6,63,23,37,73,8,28,7,44,50,81,35,33,82,89,86,17,20,50,32,79,12,66,14,35,46,73,45,55,27,63,41,54,25,67,28,88,73,61,26,31,47,33,50,7,6,31,51,57,62,40,51,31,10,37,28,88,49,56,46,34,73,22,44,35,27,48,58,90,46,18,40,47,49,48,5,7,58,15,27,55,80,55,42,70,49,37,34,77,68,56,20,55,59,48,54,83,74,47,66,45,5,9,76,6,87,17,70,88,80,13,33,20,56,37,9,17,88,29,21,69,55,27,60,43,22,23,51,60,59,83,10,54,61,83,55,23,12,54,87,55,24,77,10,29,10,79,31,33,42,44,43,19,29,32,49,21,84,38,85,41,52,90,68,82,63,7,47,27,68,6,74,23,67,50,12,33,18,55,70,12,74,24,42,84,75,35,6,25,87,15,8,9,21,41,15,23,84,61,16,11,14,36,70,36,85,27,9,50,87,68,10,43,36,16,88,13,39,46,23,10,90,70,18
87,71,71,34,26,5,42,18,86,74,21,48,81,42,43,54,39,35,74,17,42,17,71,26,7,61,29,73,65,19,17,45,21,59,82,35,29,44,19,73,48,22,26,32,51,6,12,84,80,66,55,73,19,66,89,24,11,9,17,23,17,28,31,30,15,67,41,32,40,75,33,8,85,6,28,32,17,89,55,6,67,68,28,60,68,75,46,86,11,71,71,85,27,54,69,77,65,69,23,23,57,31,5,78,8,86,85,36,8,84,60,19,88,62,23,31,44,32,14,10,7,56,84,46,71,77,83,26,80,23,33,59,11,51,68,53,61,70,38,71,90,61,44,31,46,87,28,42,66,63,29,50,9,22,12,60,88,16,51,48,41,62,25,14,5,60,63,63,19,28,16,52,85,66,16,15,46,35,56,51,73,86,7,76,71,34,12,29,52,47,45,88,68,28,37,29,90,52,9,40,72,6,19,67,47,56,10,33,37,9,37,39,34,35,47,32,41,62,49,69,18,89,79,48,26,21,83,27,71,41,19,44,43,50,7,55,20,45,9,11,61,29,37,77,42,21,16,42,33,51,78,47,9,67,79,7,37,73,31,79,75,82,25,27,60,31,42,57,81,61,18,65,71,60,14,72,90,84,11,19,75,42,12,34,62,49,51,60,31,46,41,69,38,45,77,78,15,7,26,53,58,77,77,83,83,41,58,61,26,7,73,61,30,52,59,36,71,56,76,21,78,29,20,14,61,14,24,32,56,38,60,38,68,54,87,70,25,12,66,60,82,28,83,53,75,79,28,90,89,53,30,81,11,55,88,41,14,34,45,89,29,7,41,9,74,77,62,81,60,45,44,62,22,86,48
76,46,82,23,16,50,85,74,34,38,33,37,14,16,54,22,15,78,81,13,11,32,6,18,50,46,61,15,63,14,81,6,20,60,12,19,38,27,41,47,87,72,38,42,40,47,52,80,48,72,49,16,87,28,74,79,65,24,90,6,83,33,42,66,31,25,70,10,82,5,90,11,65,24,56,53,56,90,41,9,18,57,42,27,73,88,51,76,88,66,87,6,42,41,86,74,59,31,22,16,21,16,65,74,9,75,21,61,42,54,20,59,81,11,44,82,71,37,65,11,82,67,63,86,20,27,67,12,70,28,6,89,80,9,6,7,73,87,51,13,54,42,22,53,83,86,45,30,82,77,76,5,51,11,31,88,54,37,52,80,24,86,39,26,36,18,47,10,62,78,71,89,18,83,9,81,16,62,46,41,38,82,16,42,89,45,37,88,56,71,46,78,24,73,63,89,75,52,84,63,87,8,16,86,89,87,88,77,77,88,10,31,35,10,49,13,43,53,55,19,45,82,34,90,63,65,10,79,34,47,84,36,43,31,87,70,55,58,15,5,69,43,51,89,31,57,57,10,57,80,37,77,67,39,88,70,28,15,17,46,84,86,53,28,67,22,39,10,42,19,90,62,5,65,38,82,52,48,62,49,80,45,90,7,64,26,11,57,30,5,27,5,32,61,60,37,82,85,26,19,7,45,14,66,31,85,62,49,38,90,41,66,57,6,13,80,68,8,35,73,9,90,49,31,50,34,43,24,9,85,56,40,63,19,35,27,63,83,24,68,46,20,19,74,61,85,89,72,22,90,86,55,66,6,13,31,70,75,48,70,26,77,41,14,6,84,41,40,78,86,68,39,26,64,47
24,34,34,80,17,5,63,31,64,55,39,49,17,56,39,17,68,78,89,90,67,22,89,78,60,37,6,45,79,65,59,49,14,17,87,59,44,69,72,15,48,20,71,89,6,67,57,71,38,72,15,68,62,8,20,36,55,87,80,13,29,58,73,69,57,44,84,43,52,77,63,17,68,86,84,62,48,69,83,5,29,37,36,63,24,5,50,33,59,71,83,73,35,22,49,83,81,19,31,86,23,39,68,43,62,90,58,83,71,38,48,87,8,15,81,89,47,45,21,38,35,56,57,73,15,45,85,18,74,24,80,59,11,86,39,12,63,52,50,30,44,50,87,75,40,86,19,75,75,70,42,52,27,34,34,7,74,29,35,78,25,18,14,49,32,81,8,54,30,80,20,47,38,46,16,17,7,25,85,50,18,12,45,50,56,27,30,76,15,80,40,81,59,43,49,81,61,33,42,57,75,11,86,59,20,43,45,71,44,11,20,63,78,63,76,12,77,44,53,67,23,19,58,33,20,63,54,23,77,83,11,60,39,88,58,12,40,39,74,19,57,77,12,90,83,90,69,58,31,13,45,15,41,43,12,26,81,53,56,49,5,7,26,41,8,35,48,10,32,79,34,64,32,40,9,84,13,65,16,74,58,82,10,31,82,80,9,56,18,39,87,18,83,88,79,62,35,6,9,75,76,12,34,80,52,15,78,69,45,47,21,87,75,25,61,76,16,28,22,40,62,52,61,39,89,78,85,55,7,79,8,81,36,15,62,50,58,68,46,77,69,64,24,54,48,33,65,50,58,23,11,55,40,17,6,41,31,18,63,16,83,83,7,84,58,22,67,20,59,20,52,59,32,45,43
84,12,66,17,52,87,77,53,63,78,49,22,5,57,76,5,73,63,25,53,52,29,16,38,22,30,27,22,74,48,8,50,29,70,30,51,64,74,65,82,86,61,28,48,75,90,89,85,6,79,67,55,53,79,31,77,47,33,22,71,54,8,34,20,39,89,45,73,56,39,32,66,39,6,28,84,15,69,76,27,66,58,30,23,9,35,85,65,26,44,56,80,69,9,90,22,17,38,41,44,71,23,56,32,81,35,70,59,17,74,88,31,28,14,49,80,71,52,81,36,60,31,64,34,72,73,62,31,41,14,22,28,76,19,40,44,28,15,47,56,60,39,41,54,59,78,42,27,71,16,84,22,33,64,44,72,30,56,45,73,37,69,33,72,81,31,22,52,40,57,32,33,46,58,42,57,31,27,5,14,82,73,90,24,78,18,24,49,75,17,46,40,20,26,48,34,85,11,24,21,42,55,50,17,8,77,39,26,52,9,65,7,38,21,86,13,57,14,83,47,29,61,83,18,24,36,49,7,43,12,53,90,73,47,49,69,52,8,28,26,19,66,33,89,79,11,47,77,71,54,8,56,14,55,35,28,60,35,67,67,14,80,85,87,60,44,26,25,24,36,53,51,19,64,79,38,90,66,33,34,7,43,46,51,52,69,12,26,76,34,27,29,45,62,87,7,13,90,72,20,27,57,5,40,13,31,47,57,17,12,35,64,79,39,59,74,13,52,66,51,35,31,27,23,77,39,59,21,38,77,83,49,21,48,44,21,65,33,12,18,55,22,75,46,75,28,20,83,38,12,84,27,17,55,39,68,86,30,60,67,51,58,42,76,80,6,5,79,66,36,21,78,81,44,5
51,78,24,38,58,18,17,34,85,89,78,75,48,17,53,9,56,71,42,9,34,11,47,80,85,81,54,19,69,83,7,48,67,21,89,8,23,29,88,64,21,60,50,59,6,88,29,29,6,60,71,15,83,24,75,39,59,27,54,86,83,28,54,86,55,5,55,42,12,65,23,57,70,16,30,81,33,40,8,45,13,36,61,49,46,76,39,72,37,76,46,43,82,53,47,79,32,72,82,75,33,85,90,17,39,40,76,62,44,89,49,15,52,73,72,88,33,46,78,57,65,61,43,84,65,43,56,37,33,46,50,24,21,31,7,90,8,73,81,67,20,18,64,26,56,31,42,8,76,26,45,81,20,37,61,6,37,69,39,23,46,36,89,32,69,56,11,76,13,70,25,86,6,49,32,81,59,74,34,51,15,33,77,64,38,78,33,55,31,10,65,26,77,5,22,39,23,49,69,8,16,68,7,50,74,83,68,24,75,30,25,71,13,25,15,78,83,10,29,79,43,19,7,26,63,68,63,14,44,58,42,13,70,59,77,86,37,23,79,9,46,9,57,50,42,66,54,64,11,30,29,69,57,8,65,43,27,45,8,44,86,17,40,7,42,60,8,65,43,64,8,21,53,78,14,16,26,77,80,42,21,13,50,72,76,56,79,54,35,27,54,39,57,30,78,86,39,84,6,62,61,23,79,51,13,7,16,38,33,36,44,32,66,81,20,26,64,8,86,48,19,9,14,66,33,17,42,57,37,16,41,74,20,10,83,73,18,47,38,48,26,88,7,72,56,83,39,47,65,9,86,18,29,27,14,42,47,77,59,77,68,86,59,67,34,51,43,59,6,27,29,42,24,45,71
